run,run_dir,final_lattice_code,BC_deloc_code,nframes,final_crystal_shape,BC_spatial_distribution,other_notes,gr_messiness,weird_features,how_initialized,kT,EE,chain_num,linker
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.73_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,high,136,BCC,very messy crosses,double coord 14,broad peaks,none,BCC,1.73,6,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.74_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,high,136,BCC,very messy crosses,double coord 14,broad peaks,none,BCC,1.74,6,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.75_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,high,136,BCC,very messy crosses,double coord 14,broad peaks,none,BCC,1.75,6,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.77_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,high,136,BCC,very messy crosses,double coord 14,broad peaks,none,BCC,1.77,6,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.78_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,high,136,BCC,very messy crosses,double coord 14,"very broad peaks, deviates slightly from BCC",none,BCC,1.78,6,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.79_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,high,136,BCC,very messy crosses; almost delocalized,double coord 14,very broad peaks,none,BCC,1.79,6,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.8_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,high,136,BCC,very messy crosses and mobile delocalized sublattice,double coord 13.6,"very broad peaks, deviates slightly from BCC",messy region appears at frame 30,BCC,1.8,6,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.81_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,high,136,BCC,very messy crosses and mobile delocalized sublattice,double coord 13.6,"very broad peaks, deviates slightly from BCC","messy region appears at frame 54, they seem to recede ",BCC,1.81,6,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.82_eps_-70_EE_6_chn_num_3_linker_8,chain_len,,high,136,BCC crystal that eventually explodes,very messy crosses and mobile delocalized sublattice,double coord 13.6,"very broad peaks, deviates slightly from BCC","messy region appears at frame 125, they seem to recede ",BCC,1.82,6,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.83_eps_-70_EE_6_chn_num_3_linker_8,chain_len,,,114,BCC crystal that eventually explodes,"","","very broad peaks, deviates slightly from BCC",BCC crystal that eventually explodes,BCC,1.83,6,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.832_eps_-70_EE_6_chn_num_3_linker_8,chain_len,,,115,BCC crystal that takes off like a rocket,"","","very broad peaks, deviates slightly from BCC",BCC crystal that eventually takes off,BCC,1.832,6,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.838_eps_-70_EE_6_chn_num_3_linker_8,chain_len,fluid,,136,liquid,"","","",melts until frame 80,BCC,1.838,6,3,8-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.3_eps_-70_EE_10_chn_num_3_linker_8,chain_len,mixture,medium,106,mixture with no lattice ID,messy squares and circles within squares,coord num 5.18,pristine shouldering peaks,"very strange lattice with mixtures, very visible looking in the +x direction",FCC,0.3,10,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.5_eps_-70_EE_10_chn_num_3_linker_8,chain_len,fluid,high,101,jammed,"vague sublattice, otherwise very messy",coord num 4.4,"two discernible peaks, rest is liquid like","",FCC,0.5,10,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.0_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,,136,BCC,crosses,double coord 14,pristine,none,FCC,1,6,3,8-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.3_eps_-70_EE_10_chn_num_3_linker_8,chain_len,no ID,,136,"lattice, no ID",offset hexes,coord num 4,pristine,none,SC,0.3,10,3,8-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.5_eps_-70_EE_10_chn_num_3_linker_8,chain_len,mixture,medium,136,mixture,messy squares,coord num 5,pristine but shouldering peak between first two peaks,"",SC,0.5,10,3,8-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.7_eps_-70_EE_10_chn_num_3_linker_8,chain_len,fluid,high,136,jammed; slightly ordered,delocalized,a few places that look a little ordered,"two discernible peaks, rest is liquid like",none,SC,0.7,10,3,8-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_8,chain_len,HCP,,136,HCP,wide honeycomb,"double coord 6;prob NiAs
peak:
10.45
11.25
13.35
15.05
19.15
20.65",almost pristine,none,SC,0.7,6,3,8-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.9_eps_-70_EE_10_chn_num_3_linker_8,chain_len,fluid,high,136,jammed; slightly ordered,delocalized,"NA
","two clear peaks, then liquidY","faint sublattice in some regions
",SC,0.9,10,3,8-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_8,chain_len,SC,,136,SC,squares,coord num 6,pristine,none,SC,0.9,6,3,8-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.0_eps_-70_EE_10_chn_num_3_linker_8,chain_len,fluid,high,136,liquidy,delocalized,"","two peaks, then liquidY","faint sublattice in some regions
",SC,1,10,3,8-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.0_eps_-70_EE_6_chn_num_3_linker_8,chain_len,SC,,136,SC,squares,coord num 6,pristine,none,SC,1,6,3,8-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,,136,BCC,"crosses, interlocking hexes",double coord num 14,pristine,tricilinic box,SC,1.1,6,3,8-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.15_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,,136,BCC,"crosses, interlocking hexes",double coord num 14,pristine,tricilinic box; stabilizes at frame 10,SC,1.15,6,3,8-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,,136,BCC,"crosses, interlocking hexes",double coord num 14,almost pristine,tricilinic box,SC,1.2,6,3,8-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.25_eps_-70_EE_6_chn_num_3_linker_8,chain_len,mixture,medium,136,"mixture (maybe just missing AC), mostly BCC",messy interlocking hexes,double coord num 14,broad peaks,first peak pretty diff from BCC,SC,1.25,6,3,8-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.3_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,medium,136,BCC,messy crosses,double coord num 14,almost pristine,triclinic box,SC,1.3,6,3,8-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,medium,136,BCC,messy crosses,double coord num 14,almost pristine,triclinic box,SC,1.5,6,3,8-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.7_eps_-70_EE_6_chn_num_3_linker_8,chain_len,BCC,high,136,BCC,very messy crosses,double coord num 14,broad peaks,none,SC,1.7,6,3,8-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.9_eps_-70_EE_6_chn_num_3_linker_10,chain_len,fluid,,136,liquid,"","",liquid,"",SC,1.9,6,3,10-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.7_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, almost pristine",slanted simulation box,SC,1.7,6,3,10-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, broad peaks",slanted simulation box,SC,1.5,6,3,6-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_10,chain_len,crack,high,136,BCC + crack,"region dependent, neat crosses and delocalized only at crack",double coord num 13.7,"BCC peaks, almost pristine",slanted simulation box,SC,1.5,6,3,10-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.3_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, almost pristine",slanted simulation box,SC,1.3,6,3,6-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.3_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, almost pristine",slanted simulation box,SC,1.3,6,3,10-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, almost pristine",slanted simulation box,SC,1.1,6,3,6-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_10,chain_len,fluid,high,136,"jammed, structured fluid",traces of BCC and SC sublattices and delocalized phases,none,two visible peaks,none,SC,1.1,6,3,10-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_6,chain_len,SC,medium_low,136,SC,neat squares,"coord num 6, overlapping of ACs","SC peaks, pristine",none,SC,0.9,6,3,6-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_10,chain_len,SC,low,136,SC,very neat squares,"coord num 6, overlapping of ACs","SC peaks, pristine",none,SC,0.9,6,3,10-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_6,chain_len,HEX,,136,HEX,"only on planes,  hexes","double coord num 8; 10.1, 10.9, 14.8, 19.02, 20.07",wierd peaks,"",SC,0.7,6,3,6-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,coord num 8. double coord 14,"BCC peaks, pristine",slanted simulation box,SC,0.7,6,3,10-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_6,chain_len,SC,medium_low,136,SC,neat squares,coord num 6,"SC peaks, pristine",slanted simulation box,SC,0.5,6,3,6-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_10,chain_len,fluid,medium_low,136,"jammed, structured matter","neat sublattices, mixture of BCC and SC",triple coord num 16,visible peaks but becomes messy at r > 20,looks qualitatively like NiAs HCP structure?,SC,0.5,6,3,10-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_6,chain_len,,,136,maybe HEX,"only on planes, hexes",coord num 8,"SC peaks, almost pristine",looks hexagonal but every layer is offsetted,SC,0.3,6,3,6-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_10,chain_len,SC,low,136,SC,very neat squares,coord num 6,"SC peaks, pristine",none,SC,0.3,6,3,10-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.1_eps_-70_EE_6_chn_num_3_linker_6,chain_len,no ID,medium_low,136,lattice no ID,layered neat incomplete honeycomb,"double coord num 8; 10, 10.45, 14.5, 17.4, 20.1",visible peaks but becomes messy at r > 25,lots of overlapping between ACs,SC,0.1,6,3,6-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.1_eps_-70_EE_6_chn_num_3_linker_10,chain_len,no ID,low,136,"lattice, no ID",very neat sublattice,coord num 6,pristine,could be jammed,SC,0.1,6,3,10-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.85_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, almost pristine",tilted BCC lattice,FCC,0.85,6,3,6-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.85_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, almost pristine",tilted BCC lattice,FCC,0.85,6,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, pristine",tilted BCC lattice,FCC,0.8,6,3,6-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, pristine","tilted BCC lattice, perceptible small messy region of BCs propagate",FCC,0.8,6,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.75_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine",tilted BCC lattice,FCC,0.75,6,3,6-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.75_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, almost pristine","tilted BCC lattice, perceptible small messy region of BCs propagate",FCC,0.75,6,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.74_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, almost pristine","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place",FCC,0.74,6,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.72_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, almost pristine","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place",FCC,0.72,6,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.70_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, left shouldering peak on the first peak ","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place",FCC,0.7,6,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.67_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, left shouldering peak on the first peak ","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place, partial dislocaction",FCC,0.67,6,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.65_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, almost pristine","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place, partial dislocaction",FCC,0.65,6,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.63_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, almost pristine","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place, partial dislocaction",FCC,0.63,6,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.61_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place, partial dislocaction",FCC,0.61,6,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_6,chain_len,mixture,,136,"lattice no ID, mixture","layers, slabs","coord num 7.16, seems to be transitioning between SC and HEX","FCC peaks, pristine",transition lattice,FCC,0.6,6,3,6-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, left shouldering peak on the first peak ","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place, partial dislocaction",FCC,0.6,6,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.9_eps_-70_EE_6_chn_num_3_linker_10,chain_len,crack,medium,136,BCC + crack,messy crosses + crack thing,double coordnumber 13.6,broad peaks,crack,BCC,1.9,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, broad peaks",none,BCC,1.7,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,high,136,BCC,very messy crosses,double coord num 14,"BCC peaks, very broad peaks",none,BCC,1.5,6,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, almost pristine",none,BCC,1.1,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,,136,BCC,crosses,double coord num 14,"BCC peaks, pristine",none,BCC,0.9,6,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine ",perceptible small messy region of BCs propagate,BCC,0.9,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.85_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,,136,BCC,crosses,double coord num 14,"BCC peaks, pristine",none,BCC,0.85,6,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.85_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate,BCC,0.85,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,,136,BCC,crosses,double coord num 14,"BCC peaks, pristine",none,BCC,0.8,6,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate,BCC,0.8,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.75_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,,136,BCC,crosses,double coord num 14,"BCC peaks, pristine",none,BCC,0.75,6,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.75_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate,BCC,0.75,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.74_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate,BCC,0.74,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.73_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate,BCC,0.73,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.72_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, pristine","perceptible small messy region of BCs propagate, possibly more stationary",BCC,0.72,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.71_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate,BCC,0.71,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, pristine",fewer perceptible small messy region of BCs propagate,BCC,0.7,6,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_10,chain_len,HCP,high,136,HCP,neat sublattice but delocaliztion regions,"double coord num 6; 10.5, 11.47, 13.68, 15.16, 19.3",crystalline peaks,non cubic sim box,BCC,0.7,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.67_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, pristine","perceptible small messy region of BCs propagate, possibly more stationary",BCC,0.67,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.65_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, pristine","perceptible small messy region of BCs propagate, possibly more stationary",BCC,0.65,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.63_eps_-70_EE_6_chn_num_3_linker_10,chain_len,HCP,high,136,HCP,neat sublattice but delocaliztion regions,"double coord num 6; 10.53, 11.36, 13.62, 15.2 19.2",crystalline peaks,non cubic sim box,BCC,0.63,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.61_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,low,136,BCC,very neat crosses,double coord num 14,"BCC peaks, pristine","perceptible small messy region of BCs propagate, possibly more stationary",BCC,0.61,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_6,chain_len,SC,medium_low,136,SC,neat squares,coord num 6,"SC peaks, pristine",slanted sim box,BCC,0.6,6,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_10,chain_len,mixture,medium_low,136,"mixture,maybe jammed","neat
","","clear peaks, messy at long range
",mixture,BCC,0.6,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_6,chain_len,SC,low,136,SC,very neat squares,coord num 6,"SC peaks, pristine",slanted sim box,BCC,0.5,6,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_10,chain_len,mixture,medium_low,136,"mixture, slabs of different lattices",neat sublattice,"coord num 6; 10.43, 11.4, 13.5, 15, 16",crystalline peaks,slanted sim box,BCC,0.5,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_6,chain_len,SC,low,136,SC,very neat squares,coord num 6,"SC peaks, pristine",slanted sim box,BCC,0.3,6,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_10,chain_len,SC,low,136,SC,very neat squares,coord num 6,"SC peaks, pristine",slanted sim box,BCC,0.3,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.1_eps_-70_EE_6_chn_num_3_linker_6,chain_len,fluid,,136,"lattice no ID, possibly jammed ","almost squares, ordered sublattice",coord num 6,crystalline peaks,layered crystalline planes,BCC,0.1,6,3,6-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.1_eps_-70_EE_6_chn_num_3_linker_10,chain_len,SC,medium_low,136,SC,neat squares,coord num 6,"SC peaks, pristine",slowly expands to form square sublattice,BCC,0.1,6,3,10-BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.6_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,high,136,BCC,very messy crosses,lots of AC motion,BCC peaks on ave; very broad peaks,triclinic sim box,SC,1.6,6,3,6-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.6_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,,136,BCC,crosses,double coord num 14,"BCC peaks, almost pristine",20 frames until it becomes crystalline,SC,1.6,6,3,10-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,high,136,BCC,very messy crosses,double coord num 14,"BCC peaks, broad peaks",triclinic sim box,SC,1.4,6,3,6-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_10,run for longer,BCC,,136,BCC,"",double coord num 13.6,BCC peaks on ave; broad peaks,"triclinic sim box, doesn't crystalize until frame 127",SC,1.4,6,3,10-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,medium,136,BCC,vesy messy crosses,double coord num 14,"BCC peaks, broad peaks",triclinic sim box,SC,1.2,6,3,6-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,medium_low,136,BCC,neat crosses,double coord num 14,"BCC peaks, almost pristine",triclinic sim box,SC,1.2,6,3,10-SC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_2.1_eps_-70_EE_4_chn_num_3_linker_10,"",BCC,high,136,BCC,very messy crosses,double coord num 14,"BCC peaks, broad peaks",tetrahedral sim box,FCC,2.1,4,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_2.0_eps_-70_EE_4_chn_num_3_linker_10,"",BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, broad peaks",tetrahedral sim box,FCC,2,4,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.95_eps_-70_EE_4_chn_num_3_linker_10,"",BCC,medium,136,BCC,messy crosses,double coord num 14,"BCC peaks, broad peaks",tetrahedral sim box,FCC,1.95,4,3,10-FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.9_eps_-70_EE_4_chn_num_3_linker_10,"",no ID,low,136,"lattice, no ID",localized in weird line things,"ccord num 4, triple coord num 16","unkown peaks, almost pristine peaks",tetragonal sim box,FCC,1.9,4,3,10-FCC
